train_loss,test_loss,test_y,test_pre_y
0.9811872144540151,0.21928420970364224,1866.0001,1830.1025
0.3529762625694275,0.29414868260186816,1839.0,1806.754
0.19840131203333536,0.0806725603483972,1876.0001,1848.6334
0.07016547520955403,0.039783542768822774,1838.0,1804.7382
0.02669018693268299,0.019617009375776564,1924.0,1877.2184
0.010114592965692282,0.0018917720835094178,1844.0,1810.2394
0.0026198786217719316,0.002323913578284047,1839.0,1807.8975
0.002737048256676644,0.0030615314183431485,1876.0001,1848.6139
0.002931660662094752,0.005104540026791039,1838.0,1804.4904
0.001815257768612355,0.0007490800716267484,1924.0,1877.5719
0.0018062246187279622,0.0005643914778447074,1844.0,1810.6575
0.0007865778170526028,0.0022553065514546774,1942.0001,1906.3795
0.0011091898971547682,0.0019085692419182686,1876.0001,1852.4291
0.000631578751684477,0.0006082612625692808,1838.0,1803.6926
0.0008780136898470422,0.0007267264263068755,1924.0,1876.8514
0.0005360710589836041,0.001807517761970678,1844.0,1809.8322
0.0006027026781036208,0.0009013649066060131,1942.0001,1906.8876
0.00041887734550982714,0.0004436765699961504,1847.0,1821.1443
0.0004181458110300203,0.0009019002854262316,1838.0,1806.2192
0.00038425274154481787,0.0011409514173421832,1924.0,1876.1643
0.00035786296939477324,0.0005651679971451235,1844.0,1809.8054
0.00037105852000725764,0.0006263679843248119,1942.0001,1906.994
0.00033315521432086825,0.001007567830605521,1847.0,1821.6223
0.00033683807123452425,0.0007320202758631832,1842.0,1807.5931
0.0003211623115930706,0.0006165412286507143,1924.0,1876.7722
0.0003168548864778131,0.000865494183796857,1844.0,1810.5767
0.00031981234011861187,0.0008185357418990443,1942.0001,1906.6139
0.0003138217725791037,0.0006632084624716155,1847.0,1820.5875
0.0003140125093826403,0.0007896986711467247,1842.0,1808.8075
0.00031063432106748223,0.0008120843438461186,1861.0001,1828.6648
0.0003084501950070262,0.0006913672832380388,1844.0,1805.4497
0.0003081361549751212,0.0007526341563327208,1942.0001,1905.4778
0.00030722309990475577,0.0007857470204942816,1847.0,1821.1888
0.00030645863929142553,0.0007071710740944134,1842.0,1809.9366
0.0003060213736413668,0.0007547883179208766,1861.0001,1829.313
0.0003053741723609467,0.0007699186630022254,1837.0,1805.7384
0.00030469446210190654,0.0007201178883579338,1942.0001,1900.6736
0.0003047344701675077,0.0007574828036706007,1847.0,1823.9028
0.00030418866663239896,0.0007534048585627701,1842.0,1811.3561
0.00030387885635718703,0.0007315785808873082,1861.0001,1828.3159
0.00030414639816929895,0.000756149412140191,1837.0,1806.4584
0.00030348487780429423,0.0007437469076461322,1884.0,1848.5946
0.00030345974179605645,0.0007418716674677968,1847.0,1820.1392
0.00030340059311129153,0.0007507218965440101,1842.0,1810.6365
0.0003031927044503391,0.000737801484767318,1861.0001,1829.1385
0.0003031042288057506,0.0007438498183286615,1837.0,1806.3276
0.000302793545415625,0.0007472897275528382,1884.0,1849.2426
0.00030260755253645283,0.0007401945633954177,1835.0001,1804.6807
0.00030273335869424045,0.0007465708199777596,1842.0,1808.843
0.00030234057339839637,0.0007442772214759201,1861.0001,1829.7603
0.0003024163403703521,0.0007468840783639323,1837.0,1805.9647
0.0003022327631091078,0.0007414161407810059,1884.0,1849.6447
0.0003019838477484882,0.0007332957082701522,1835.0001,1805.118
0.0003018886491190642,0.0007513201701277424,1906.0001,1876.8091
0.0003023565805051476,0.0007376667866963775,1861.0001,1830.4844
0.0003019107486276577,0.0007296946927136372,1837.0,1806.5093
0.000301936127167816,0.0007523353043426243,1884.0,1848.6893
0.00030147786795472104,0.0007322692526652226,1835.0001,1804.6741
0.00030155701097100973,0.0007392028281982574,1906.0001,1877.2827
0.00030123434650401276,0.0007438151228670326,1845.9999,1810.2072
0.0003009681822732091,0.0007345985181422697,1837.0,1807.6171
0.0003006164915859699,0.000739726126157043,1884.0,1848.9279
0.0003004451379335175,0.0007361225665561737,1835.0001,1804.4594
0.00029985215708923835,0.0007390331593342125,1906.0001,1877.595
0.00029941762719924253,0.0007396033421779672,1845.9999,1810.6313
0.00029836354466776055,0.000729801610947424,1937.0001,1906.3989
0.0002967609519449373,0.0007416365209907766,1884.0,1852.4723
0.0002935130517774572,0.0007125852206381895,1835.0001,1803.64
0.0002873324847314507,0.0007209233844482769,1906.0001,1876.8936
0.00027251804325108725,0.0006672383104968402,1845.9999,1809.7966
0.00025058821483980864,0.0005102183248030967,1937.0001,1906.9122
0.0002169954871836429,0.0007458048048503105,1860.0,1821.109
0.00017707197791120657,0.000556925692575215,1835.0001,1806.0142
0.00014965837181080133,0.0006704326503769686,1906.0001,1876.4841
0.00013352072467872253,0.000852525799668261,1845.9999,1809.7682
0.00012733083955633143,0.0006184353241844783,1937.0001,1906.9879
0.00011883420423449327,0.0005485302113118537,1860.0,1821.591
0.00010846931885074203,0.0005122837896961423,1840.9999,1807.4474
0.00010315450344933197,0.0004960477536004629,1906.0001,1876.5894
9.634730910571913e-05,0.0005309859735129904,1845.9999,1810.5948
9.245971159543842e-05,0.0005825153392155669,1937.0001,1906.5958
8.970293856691569e-05,0.000591502591897364,1860.0,1820.5487
8.457287670656417e-05,0.0006093120000081225,1840.9999,1808.5605
8.045176218729466e-05,0.0005686965790422013,1870.0,1837.2788
7.463188618809606e-05,0.0005949045506505561,1845.9999,1805.3198
7.096217207921048e-05,0.000585671254186078,1937.0001,1905.6571
6.979976751608774e-05,0.0004357857269785618,1860.0,1821.1134
6.704810948576778e-05,0.0005637065665463784,1840.9999,1809.5382
6.486285080124314e-05,0.0007872315699286344,1870.0,1837.9315
6.69231048959773e-05,0.0007137041917765543,1830.9999,1805.0564
6.971252878429368e-05,0.0005288377481823167,1937.0001,1900.4296
7.002077715393777e-05,0.0004599451032903282,1860.0,1823.8973
6.713906138126428e-05,0.0005621083315447091,1840.9999,1810.889
7.344370290714626e-05,0.000688446540152654,1870.0,1836.9376
6.622647075952652e-05,0.0007687137233063816,1830.9999,1805.5734
5.941743802395649e-05,0.0007030017709078652,1900.0,1862.0442
5.5950922008681424e-05,0.0005771040982041981,1860.0,1820.7067
5.26066275294094e-05,0.0004585812696152263,1840.9999,1810.0188
4.775115788409797e-05,0.00041221453030298034,1870.0,1837.6927
4.590658863889985e-05,0.0004224575444361165,1830.9999,1805.1624
4.460695951517361e-05,0.0004430952674103162,1900.0,1862.6964
4.3862951618696876e-05,0.00045784313318556147,1829.0,1805.292
4.275190318973424e-05,0.0005247432582398197,1840.9999,1808.7177
4.182317691932743e-05,0.0005222753906208607,1870.0,1838.0894
4.049289176085343e-05,0.0005335007384899886,1830.9999,1804.6996
3.946894382049019e-05,0.00054672625911836,1900.0,1863.0715
3.98796485872784e-05,0.0005336289699669809,1829.0,1805.6953
3.8255050943310685e-05,0.0005367300731854306,1930.0,1891.999
3.695191965865282e-05,0.0004711749216002072,1870.0,1841.0479
3.622585912429107e-05,0.0004910375901667904,1830.9999,1804.2809
3.532503493867504e-05,0.0005100522539578378,1900.0,1862.1825
3.4686853420377396e-05,0.0004748797962545521,1829.0,1805.0353
3.425766893390877e-05,0.0004972079597849636,1930.0,1892.4875
3.402832104863288e-05,0.0004857721103776601,1838.0,1814.579
3.4349012518456824e-05,0.0004423262176310851,1830.9999,1806.6296
3.3466514044751726e-05,0.0003749052236329705,1900.0,1862.5511
3.3609787351451814e-05,0.0004142829931215457,1829.0,1804.9495
3.2470514270244166e-05,0.00048605216452704065,1930.0,1892.6498
3.2967304529544585e-05,0.0005021064356523787,1838.0,1815.034
3.118562017334625e-05,0.0004936430260487315,1850.0001,1809.1637
3.219043598316299e-05,0.0004070752059176032,1900.0,1864.2423
3.043280715549675e-05,0.00039244871466450156,1829.0,1804.3804
3.161275526508689e-05,0.0004999501781264645,1930.0,1892.0784
2.9636158918341e-05,0.0005060850466150673,1838.0,1814.0709
3.0514292423807394e-05,0.0003567172698528757,1850.0001,1811.012
3.1962469317174204e-05,0.0005015815346730903,1858.0,1828.7037
2.830304705033389e-05,0.00047013323129494746,1829.0,1805.5048
2.7781158375243347e-05,0.0004292868908369056,1930.0,1891.6063
2.7807924197986722e-05,0.0004805934667173359,1838.0,1814.1833
2.7984346767577033e-05,0.0004662409857181566,1850.0001,1813.116
3.038398972421419e-05,0.0002642088160399229,1858.0,1829.4115
4.975299937844587e-05,0.0005790643719217134,1840.0001,1806.0897
3.252339350486485e-05,0.0006593286257518071,1930.0,1888.4825
3.532049656011319e-05,0.000583835059337111,1838.0,1815.8754
3.219759673811495e-05,0.00047749176802527573,1850.0001,1815.2499
2.986797456590769e-05,0.0004249276752243676,1858.0,1828.5345
2.916443372669164e-05,0.00035973323974758387,1840.0001,1806.7887
2.7590682899851043e-05,0.0003730003839351296,1886.0001,1848.9342
2.681017334301335e-05,0.0003559372220594909,1838.0,1811.8807
2.700981288702072e-05,0.00036491846225948795,1850.0001,1814.758
2.711424228133789e-05,0.0004221177059373567,1858.0,1829.1705
2.5484894649707712e-05,0.0004540397600817775,1840.0001,1806.6028
2.4263015196387034e-05,0.00045184412414932414,1886.0001,1849.5723
2.441681742008465e-05,0.00045715736193833724,1840.9999,1804.7778
2.426598136177442e-05,0.0004926886190549426,1850.0001,1810.1221
2.4117916230655585e-05,0.0005106412092342027,1858.0,1830.1458
2.5958930564229377e-05,0.00035126428101359613,1840.0001,1805.578
2.4754926926107146e-05,0.00037289504885732654,1886.0001,1849.9883
3.23838879315493e-05,0.0006357112526154471,1840.9999,1805.1669
2.9360690556738216e-05,0.0005939442207962866,1899.0,1863.274
2.9740561634146918e-05,0.00048678155040501485,1858.0,1830.4585
2.5673157021325704e-05,0.0004411633117198353,1840.0001,1806.176
2.4253868105006404e-05,0.00044066042386158,1886.0001,1848.9457
2.527413077283806e-05,0.00040776603199201564,1840.9999,1804.7117
2.4683067143390264e-05,0.00034609066862021645,1899.0,1863.7279
2.3305995758467663e-05,0.0003600858686868811,1840.0001,1811.0822
2.298201858745112e-05,0.0003692662950405585,1840.0001,1807.4476
2.266677256557159e-05,0.00037171094888998636,1886.0001,1849.6553
2.207819791995765e-05,0.0003642332541482848,1840.9999,1804.4822
2.2552714654011652e-05,0.00040974289212109786,1899.0,1863.9404
2.0805307940463535e-05,0.00041103496545157026,1840.0001,1811.5111
2.082109373683731e-05,0.00048164114733004854,1932.0001,1893.439
2.1115864607660722e-05,0.00045969867145657424,1886.0001,1852.211
2.0530733915317494e-05,0.00041269331418406516,1840.9999,1803.6292
2.1484497362204518e-05,0.000448570060100229,1899.0,1863.2411
2.0783545551239513e-05,0.0004520833964407858,1840.0001,1810.6704
2.0036105221758287e-05,0.0005197985668755358,1932.0001,1893.9257
2.1735645229152094e-05,0.00044175934477058785,1840.9999,1814.7465
