train_loss,test_loss,test_y,test_pre_y
1.9826537633586366e-05,0.00045106904849129183,1840.9999,1805.907
1.9804099792963825e-05,0.00037880015692540577,1899.0,1863.6786
1.9875216821674258e-05,0.0004356990754049981,1840.0001,1810.5334
1.91592068100969e-05,0.000535712572782936,1932.0001,1893.9581
2.138525572566626e-05,0.0003769340433387293,1840.9999,1815.2185
1.835438282190201e-05,0.00042475058626945296,1844.0,1808.758
1.755989796947688e-05,0.00041714741290354776,1899.0,1864.2323
1.719920995431797e-05,0.0004698667034972459,1840.0001,1811.4194
2.3379174914831918e-05,0.0002453616729730533,1932.0001,1893.4258
3.373343436881745e-05,0.00038015819662841897,1840.9999,1814.2479
2.6509413752743665e-05,0.0003784424870178872,1844.0,1810.5853
2.549576856836211e-05,0.0004132584625271164,1866.9999,1828.8381
2.4182790487733048e-05,0.00041227931912530153,1840.0001,1805.2424
2.2133628590381704e-05,0.0004191195956313066,1932.0001,1893.5968
2.09926341388685e-05,0.0004237328456448657,1840.9999,1814.5048
1.971779117108478e-05,0.0004941519596503072,1844.0,1812.4965
1.826389537503322e-05,0.0005165972430000289,1866.9999,1829.5387
1.748613037004058e-05,0.0005120242768455119,1839.0,1805.929
1.8057244233204983e-05,0.000460528221631807,1932.0001,1888.4243
1.6648555174469948e-05,0.00041579428481839834,1840.9999,1815.9523
1.556538336444646e-05,0.00040913521060867913,1844.0,1814.7676
1.5509254808421247e-05,0.0004050276604377561,1866.9999,1828.6342
1.4965974817945002e-05,0.00039577266498882737,1839.0,1806.6322
1.4808118673196683e-05,0.0003986666048322583,1869.0,1849.1525
1.5055553376441821e-05,0.0004402602813021827,1840.9999,1812.1007
1.402676662110025e-05,0.0004575291060886922,1844.0,1814.1815
1.4259548758370025e-05,0.0003962139021568296,1866.9999,1829.3031
1.384079162865722e-05,0.0003908082513907363,1839.0,1806.4236
1.3592385585070588e-05,0.0004241087969156012,1869.0,1849.7878
1.3403976784805613e-05,0.00044577224374127883,1830.9999,1804.8035
1.295547857201503e-05,0.0004889229839179842,1844.0,1809.9635
1.3798318529249324e-05,0.0003889062028888258,1866.9999,1830.4066
1.2429459881483732e-05,0.0003896531919645707,1839.0,1805.446
1.3948438815229261e-05,0.0004881171293423644,1869.0,1850.1663
1.3278016922413372e-05,0.0005048435853077246,1830.9999,1805.1986
1.5328692522113368e-05,0.0003806269216713392,1906.0001,1877.4457
1.2964894873827385e-05,0.0003926141228201607,1866.9999,1830.5703
1.2681313213154985e-05,0.0004424521697699905,1839.0,1805.9391
1.2942132343596313e-05,0.0004036088006585718,1869.0,1849.1458
1.2844456856934508e-05,0.0004532416415814724,1830.9999,1804.724
1.1917931866870882e-05,0.00042836939581551606,1906.0001,1877.9185
1.2366179059123775e-05,0.0004463737136647401,1848.0,1810.4221
1.17415741745693e-05,0.0004082999445335378,1839.0,1807.3553
1.1767836440412793e-05,0.00044943482082869323,1869.0,1850.1544
1.1721943944091132e-05,0.000414400680234567,1830.9999,1804.4847
1.2018029944253309e-05,0.00045774791746341166,1906.0001,1878.1254
1.1339188858983107e-05,0.00045381953647833257,1848.0,1810.8536
1.231214294724244e-05,0.00035344826317177937,1941.0,1906.8972
1.6014647674940836e-05,0.0005500309953709976,1869.0,1852.2278
1.3823529116052669e-05,0.00045059453455790403,1830.9999,1803.6002
1.3720501556235831e-05,0.0003281288615350301,1906.0001,1877.3298
1.5805499060661532e-05,0.0004561549567225729,1848.0,1810.0009
1.2993640666536521e-05,0.0005480501886701123,1941.0,1907.4125
1.3931935730700692e-05,0.00041136089647706185,1855.0001,1821.4637
1.1242267040264172e-05,0.0004066947015142807,1830.9999,1805.8501
1.1012006628637513e-05,0.00040082180630489594,1906.0001,1877.771
1.2025897376588546e-05,0.0004944792516263467,1848.0,1809.8312
1.3752034647041e-05,0.0003456393679943941,1941.0,1907.4083
1.276476965964927e-05,0.0004502746012313144,1855.0001,1821.943
1.1310108372223718e-05,0.0004933949879607156,1835.9999,1807.3514
1.2793592759408057e-05,0.000386512813819868,1906.0001,1876.1239
1.2019347498911278e-05,0.00042277787736291804,1848.0,1810.7968
1.314693751434485e-05,0.0005783589024628912,1941.0,1906.8365
1.6501062115518533e-05,0.000392529632090517,1855.0001,1820.8777
1.2340473707202667e-05,0.00033068319640329317,1835.9999,1808.277
1.4051769843111591e-05,0.0004319192976543,1860.0,1837.7604
1.2284887513184609e-05,0.0005512968443023661,1848.0,1805.2075
1.417815959333287e-05,0.00040730344046587273,1941.0,1906.4972
1.1451963473518845e-05,0.00034636466293632687,1855.0001,1821.1573
1.5464864191017114e-05,0.0005676737461712152,1835.9999,1808.9834
1.4614844076277222e-05,0.0004362808360296878,1860.0,1838.3771
1.2713869182334747e-05,0.00035918881102199,1840.0001,1805.0419
1.2475780749809928e-05,0.00040845017111490646,1941.0,1899.8999
1.3200129918307843e-05,0.0005217443159337909,1855.0001,1824.1101
1.4547083689346133e-05,0.0004097649251066503,1835.9999,1810.1296
1.1470868533554798e-05,0.0003785227054900061,1860.0,1837.342
1.1724711839633528e-05,0.0004295238953394194,1840.0001,1805.5242
1.1521799024194479e-05,0.0005447351977059115,1886.9999,1862.7119
1.9118289856123738e-05,0.0003075921468691723,1855.0001,1820.9565
1.384322392065466e-05,0.0003303862366241418,1835.9999,1808.936
1.7328551621176302e-05,0.00045926402977091216,1860.0,1838.1415
1.282692846871214e-05,0.0005105030801450272,1840.0001,1805.0459
1.237741616932908e-05,0.0004578817156254358,1886.9999,1863.3528
1.108293660460428e-05,0.0004284207169557848,1830.0001,1805.4297
1.1038974662369583e-05,0.0003799723663611249,1835.9999,1808.3827
1.284489856819467e-05,0.0005043878761445364,1860.0,1839.1344
1.2363161052538393e-05,0.0004050645982802269,1840.0001,1804.628
1.1434590002560677e-05,0.00034571854981579,1886.9999,1863.6138
1.5546693248325028e-05,0.0004983826647586529,1830.0001,1805.8429
1.1955026517777393e-05,0.00048362256474940784,1921.0,1892.6382
1.2919859424679695e-05,0.00039499375363072706,1860.0,1840.9299
1.0913765436271206e-05,0.00041404608239804113,1840.0001,1804.0188
1.0927606732972587e-05,0.0004723456287239161,1886.9999,1862.7266
1.0626231111624898e-05,0.00041853032760425575,1830.0001,1805.1514
1.0378344995842781e-05,0.00046768008005095734,1921.0,1893.126
1.1334710810236478e-05,0.0003740201849261269,1850.0001,1814.8682
1.2273674959336253e-05,0.0005056029841643832,1840.0001,1806.4286
1.140320152141309e-05,0.00040656372411398305,1886.9999,1863.9058
1.0434326213726308e-05,0.00044003687660387227,1830.0001,1804.9962
1.0288238930418933e-05,0.0004941387830065593,1921.0,1893.1847
1.3926115874104047e-05,0.0003070280686693473,1850.0001,1815.3241
1.6881332764266215e-05,0.00048032865512170013,1847.0,1808.4628
1.2104501062519072e-05,0.0005084421663057236,1886.9999,1863.8341
1.3616758224088699e-05,0.00042379341579766735,1830.0001,1804.4603
1.1860564579061853e-05,0.00033549688911686343,1921.0,1892.5148
1.6037280147429556e-05,0.0005987669721925779,1850.0001,1814.3344
1.5828907635295764e-05,0.0004240583207103468,1847.0,1810.04
1.2762475307681598e-05,0.0002980448688114328,1856.9999,1829.0573
1.517231369992563e-05,0.00039335332731420676,1830.0001,1805.371
1.482268604983498e-05,0.000585594661219696,1921.0,1892.9072
1.6793092981970403e-05,0.00046606661450664794,1850.0001,1814.2408
1.3604631628065059e-05,0.0003516162142327558,1847.0,1811.8348
1.1619204390929857e-05,0.0003726189435895769,1856.9999,1829.7238
1.1453965574522348e-05,0.00042749864939925454,1833.0,1805.7162
1.0768470019684173e-05,0.0005015468128794242,1921.0,1887.9254
1.2158398931205738e-05,0.0003861529869951367,1850.0001,1816.1442
1.0490962570960013e-05,0.0003813201180910544,1847.0,1813.8662
1.2510685034309669e-05,0.0005116201493711699,1856.9999,1828.8167
1.1474326129246037e-05,0.00044197347273843154,1833.0,1806.3813
1.0838771837976916e-05,0.0003820161144840457,1869.0,1838.7235
1.0513208508200478e-05,0.0004003794017499165,1850.0001,1812.299
1.0331762193042474e-05,0.00045664532392817946,1847.0,1813.1205
1.0402607889166878e-05,0.0004152912602183365,1856.9999,1829.56
1.0359460551020069e-05,0.0003889845734986935,1833.0,1806.1302
1.1542945685505401e-05,0.0005164980266561052,1869.0,1839.331
1.2760842158362115e-05,0.00037736839814377684,1840.9999,1804.672
1.0972080720724383e-05,0.0003460560678615279,1847.0,1809.6921
1.5770301009373117e-05,0.0005492723000878911,1856.9999,1830.9299
1.3709185319991471e-05,0.0004360036058757927,1833.0,1805.219
1.1870065160716573e-05,0.00032651437481584413,1869.0,1839.6008
1.6710862837499008e-05,0.0005751991933692129,1840.9999,1805.1077
1.2843059873072585e-05,0.0005273174513907483,1900.0,1863.1794
1.5734876493903965e-05,0.0003476546553429216,1856.9999,1830.4951
1.1825449594956202e-05,0.0003625053777507255,1833.0,1805.5437
1.1834194386513749e-05,0.000472428760350874,1869.0,1838.7504
1.0603181787397867e-05,0.0004243775079625526,1840.9999,1804.7076
1.0149695299332961e-05,0.00041143396187440624,1900.0,1863.6362
1.0816178170595473e-05,0.0004955840667539705,1838.0,1805.4604
1.1517426779998155e-05,0.00040351769920172434,1833.0,1807.196
1.0096946425619535e-05,0.00037248386855473714,1869.0,1839.9711
1.1460326580466548e-05,0.0005229026955064564,1840.9999,1804.7349
1.9910191743595835e-05,0.0002916244164456628,1900.0,1863.7698
1.6313426082585163e-05,0.00036879907138571733,1838.0,1805.9095
1.445800565610019e-05,0.0004911385555123348,1924.0,1892.905
1.2160935208764082e-05,0.000493586241703717,1869.0,1840.969
1.1832518794108182e-05,0.0004233798489809805,1840.9999,1803.9094
1.0903688841305362e-05,0.0003822549225001167,1900.0,1862.9943
1.140379178347454e-05,0.0004498049342406115,1838.0,1805.1917
1.0577863880219715e-05,0.0004416114654362438,1924.0,1893.395
1.1137683941342402e-05,0.00037370130857674493,1855.0001,1814.9879
1.1408358659537043e-05,0.0004640723364279857,1840.9999,1806.3605
1.0705530864167182e-05,0.0004767469548073316,1900.0,1864.5175
1.3895905491760155e-05,0.00032360033716060337,1838.0,1805.011
1.3713906810153276e-05,0.00046574780283244475,1924.0,1893.4119
1.0494113970101656e-05,0.00045652710232100196,1855.0001,1815.4408
1.1131523024232592e-05,0.0003799569898373669,1845.0001,1808.2538
1.102578941451308e-05,0.0004043000161699537,1900.0,1863.787
1.1126859438566802e-05,0.0004952578825713505,1838.0,1804.4922
1.090763756413556e-05,0.0004476405391913085,1924.0,1892.7402
1.0216455242092101e-05,0.00039862797850565544,1855.0001,1814.435
1.09888133010827e-05,0.0005288581901584708,1845.0001,1809.7228
1.544453274012388e-05,0.0003277152180320598,1861.0001,1829.2166
1.4196548969872916e-05,0.00047463768102701693,1838.0,1805.3271
1.0579587979009375e-05,0.0004523807498145967,1924.0,1893.4829
1.0448607705863347e-05,0.00038503430273738646,1855.0001,1814.2743
1.0690931048884522e-05,0.0004787798883164272,1845.0001,1811.3822
1.0866307699567793e-05,0.00038496231325783783,1861.0001,1829.8645
1.0343540452595335e-05,0.00044865543734178774,1840.9999,1805.6088
1.0246356093072487e-05,0.0003528567881042522,1924.0,1887.8262
1.455861426317521e-05,0.0006202116154969507,1855.0001,1816.2838
2.8132841786524903e-05,0.00027615254484338774,1845.0001,1813.3282
1.630408284351385e-05,0.0002881866421953346,1861.0001,1828.9402
2.1484609533217736e-05,0.00048029763829184784,1840.9999,1806.2534
1.4015090831283791e-05,0.0005488657172665828,1885.0,1849.8132
1.3287848256974636e-05,0.0005250304095661415,1855.0001,1812.4924
1.366606799516982e-05,0.00040876362445054664,1845.0001,1812.4678
1.209455786010949e-05,0.0003388692548180679,1861.0001,1829.7404
1.1750590601877775e-05,0.00035205900037129013,1840.9999,1805.9729
1.1927085021549525e-05,0.00042107567285364935,1885.0,1850.4292
1.1534017782347897e-05,0.000496268229437105,1835.9999,1804.8923
1.1633560764797343e-05,0.00046677024719039243,1845.0001,1809.5444
1.1410230702798193e-05,0.0003803751647605428,1861.0001,1831.276
1.1679901035677176e-05,0.0004412256110097385,1840.9999,1805.0916
1.0297012522642035e-05,0.0004644795433647694,1885.0,1850.6929
1.0570047682752678e-05,0.00041128966924069185,1835.9999,1805.2981
9.895935666766794e-06,0.00040061139531197054,1917.9999,1878.211
1.0301853156609772e-05,0.0004927563519837955,1861.0001,1830.5775
1.1309146126829242e-05,0.0003672271443989187,1840.9999,1805.3016
1.1411950254114345e-05,0.0005022715698624592,1885.0,1849.8116
1.4030778705394672e-05,0.0002887432432515428,1835.9999,1804.7678
1.9483435001651134e-05,0.0005403104305659081,1917.9999,1878.674
1.1814673901729597e-05,0.0004257719214480843,1837.0,1810.5513
9.862318620434962e-06,0.0004144273910834084,1840.9999,1807.1107
1.0214693247689866e-05,0.0004488651151953649,1885.0,1851.7712
1.051405130662412e-05,0.00038915472788854486,1835.9999,1804.4907
1.0158582275228886e-05,0.0003554831865975367,1917.9999,1878.7551
1.3854752069164533e-05,0.0005754333609412055,1837.0,1810.9833
1.5680842807341833e-05,0.0004375395378918343,1945.0,1907.4227
1.3848043029914455e-05,0.00027726028744678294,1885.0,1851.8883
2.1393469675482873e-05,0.00048384973261919286,1835.9999,1803.5662
1.195324966829503e-05,0.000555495391987885,1917.9999,1878.0009
1.536648718077534e-05,0.0004167383456314426,1837.0,1810.0923
1.1820711127559965e-05,0.0003250600000481225,1945.0,1907.9266
1.3489640878106002e-05,0.0004267697504329835,1856.9999,1821.7654
1.1320978349734409e-05,0.0005049737182349735,1835.9999,1805.6967
1.0927025869023055e-05,0.0004624633293133229,1917.9999,1879.4756
1.1093391852530962e-05,0.0003910558709379522,1837.0,1809.7993
1.0166528227273375e-05,0.0003802838600388477,1945.0,1907.8337
1.1070061797605982e-05,0.0004933988384436816,1856.9999,1822.2313
1.0604813724057749e-05,0.0004160807321092025,1840.0001,1807.2557
9.966530948683308e-06,0.00033762170226379694,1917.9999,1875.5476
1.543241645170686e-05,0.000532124947298259,1837.0,1811.0012
1.1282742586142073e-05,0.0005358572996642795,1945.0,1907.1998
1.6171950240580674e-05,0.00029955997241712693,1856.9999,1821.1254
1.617198813619325e-05,0.0005052634662697239,1840.0001,1808.0153
1.070939288183581e-05,0.0004554036930794754,1870.0,1838.2842
1.0719420060922857e-05,0.00034982568606556884,1837.0,1805.3894
1.1094757913573025e-05,0.00044942482666570754,1945.0,1907.6044
9.82857879231839e-06,0.0004411540982786507,1856.9999,1821.2079
9.555291095845556e-06,0.0004137488823967971,1840.0001,1808.4397
9.692335879663005e-06,0.0004505635847130583,1870.0,1838.8555
9.890633615820358e-06,0.0004234278689153374,1844.0,1804.9976
1.0175413081014995e-05,0.0004789703701149731,1945.0,1898.9149
1.1351787179592066e-05,0.0003596854591113885,1856.9999,1824.5027
1.073483629928281e-05,0.00043712091994368367,1840.0001,1809.2891
9.576090633345302e-06,0.0004339438460264651,1870.0,1837.7688
9.611410860088654e-06,0.0003974905583105745,1844.0,1805.4359
9.861434591584839e-06,0.0004833809914074779,1896.9999,1863.4371
1.0669734062200101e-05,0.00038507734222101075,1856.9999,1821.4808
9.815036416208992e-06,0.00040464743321377134,1840.0001,1807.7312
1.0630721893297354e-05,0.0005185164105598001,1870.0,1838.7144
1.268364515757033e-05,0.0003282834643161752,1844.0,1804.876
