rewards,dqn_loss
-7.892001,0.011988700602281218
-6.853089,0.012280806190877533
-2.5465152,0.010155072895577178
-1.2853575,0.010591918369755149
-3.5858932,0.007406776119023561
-1.6895583,0.009142023222132896
-1.7254019,0.00942470076746152
0.53156036,0.008445025266458591
-2.6373286,0.009764059496228583
-3.9436555,0.007877628594481696
-4.911372,0.007530102366581559
-1.0450771,0.011419675539946184
-1.4068955,0.008727615391641545
-4.578425,0.008755115537011686
-4.6877623,0.010789744033051345
-3.210733,0.009727702944655903
-5.159609,0.010587139813772713
-2.3941267,0.009684878253998856
-2.6688368,0.010172337553619097
-2.947169,0.008709012103887895
-2.2504146,0.010405327738650764
-1.3840938,0.012652551620461357
-1.5366119,0.009760835881267364
-1.6513634,0.006814101555695136
-1.903661,0.010578019342695673
-5.6711364,0.009621187258744612
-2.6174383,0.010103437822544947
-1.6261762,0.009057125519029796
-3.146484,0.010855582987035935
-2.600018,0.012664243722489725
-1.193501,0.01123276370538709
-5.5243063,0.009865730519716938
-2.8924527,0.010441212703396256
-0.53159577,0.00865435390927208
-3.6420465,0.008453546109376476
-4.433098,0.010403001719775299
-1.3049688,0.0116220508585684
-3.510749,0.012625271361321211
-2.7803662,0.009195414365967736
-4.983866,0.011736628975874434
1.6528038,0.012477885737704733
0.5312247,0.011344353505410253
-3.9783173,0.01035614517944244
-7.275404,0.011360170886230965
