assemble_time1,assemble_time2,assemble_time3,assemble_time4,assemble_time5,assemble_time6,assemble_time7,assemble_time8,assemble_time9,assemble_time10,assemble_time11,assemble_time12,assemble_time13,assemble_time14,assemble_time15,assemble_time16,assemble_time17,assemble_time18,assemble_time19,assemble_time20,assemble_time21,assemble_time22,assemble_time23,assemble_time24,assemble_time25,assemble_time26,assemble_time27,assemble_time28,assemble_time29,assemble_time30,assemble_time31,assemble_time32,assemble_time33,assemble_time34,assemble_time35,assemble_time36,assemble_time37,assemble_time38,assemble_time39,assemble_time40,assemble_time41,assemble_time42,assemble_time43,assemble_time44,assemble_time45,assemble_time46,assemble_time47,assemble_time48,assemble_time49,assemble_time50,assemble_time51,assemble_time52,assemble_time53,assemble_time54,assemble_time55,assemble_time56,assemble_time57,assemble_time58,assemble_time59,assemble_time60,assemble_time61,assemble_time62,assemble_time63,assemble_time64,assemble_time65,assemble_time66,assemble_time67,assemble_time68,assemble_time69,assemble_time70,assemble_time71,assemble_time72,assemble_time73,assemble_time74,assemble_time75,assemble_time76,assemble_time77,assemble_time78,assemble_time79,assemble_time80,assemble_time81,assemble_time82,assemble_time83,assemble_time84,assemble_time85,assemble_time86
1808.755776,1808.74323,5426.845999,5426.908987,3617.686027,4341.326359,7235.848731,1808.730964,1808.794912,1808.741806,12663.1912,602.707475,4341.420751,4341.515356,3617.851281,602.6512438,9044.760929,1808.777573,1808.652075,1808.784969,723.2379957,1085.078628,1085.099481,1085.077003,1085.075803,1085.067173,2411.752591,1085.104544,1085.082717,723.3744979,723.3491455,723.3641647,723.3151321,1808.728648,3617.674719,5426.742235,1808.627602,1808.779856,7235.891512,1808.801611,1808.765319,1808.770993,2411.818906,1808.755776,1808.74323,5426.845999,5426.908987,3617.686027,4341.326359,7235.848731,1808.730964,1808.794912,1808.741806,12663.1912,602.707475,4341.420751,4341.515356,3617.851281,602.6512438,9044.760929,1808.777573,1808.652075,1808.784969,723.2379957,1085.078628,1085.099481,1085.077003,1085.075803,1085.067173,2411.752591,1085.104544,1085.082717,723.3744979,723.3491455,723.3641647,723.3151321,1808.728648,3617.674719,5426.742235,1808.627602,1808.779856,7235.891512,1808.801611,1808.765319,1808.770993,2411.818906
